Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Season,Cluster
Pat Connaughton,28.0,MIL,2.0,69.0,4.0,1575.0,11.3,0.578,0.703,0.103,4.4,17.3,11.1,6.3,1.5,1.3,7.5,11.6,1.8,1.7,3.5,0.108,-0.5,0.5,0.0,0.8,,2021.0,1
Josh Jackson,23.0,DET,2.0,62.0,25.0,1560.0,12.0,0.516,0.364,0.308,4.0,14.2,9.1,15.1,1.7,2.6,15.0,26.5,-1.6,1.7,0.1,0.004,-2.5,-0.5,-3.0,-0.4,,2021.0,5
Nerlens Noel,26.0,NYK,5.0,64.0,41.0,1547.0,14.8,0.638,0.013,0.314,10.1,18.4,14.3,4.1,2.3,8.7,20.4,9.2,1.6,3.6,5.2,0.162,-2.4,3.8,1.4,1.3,,2021.0,4
Reggie Jackson,30.0,LAC,2.0,67.0,43.0,1544.0,14.2,0.576,0.482,0.14,1.8,11.9,7.0,19.0,1.3,0.4,10.6,19.9,2.3,1.4,3.7,0.115,0.6,-0.2,0.4,0.9,,2021.0,1
Luguentz Dort,21.0,OKC,2.0,52.0,52.0,1543.0,10.1,0.513,0.515,0.257,2.5,10.3,6.4,8.8,1.4,1.1,10.0,21.7,-0.6,1.0,0.3,0.011,-2.6,-0.9,-3.5,-0.6,,2021.0,2
Khem Birch,28.0,2TM,5.0,67.0,22.0,1529.0,15.1,0.552,0.137,0.339,11.6,15.3,13.4,8.5,1.5,3.1,9.2,13.6,2.3,1.4,3.8,0.118,-1.0,0.1,-1.0,0.4,,2021.0,4
Khem Birch,28.0,ORL,5.0,48.0,5.0,952.0,14.1,0.517,0.1,0.407,12.3,14.2,13.2,8.0,1.6,2.7,8.5,12.2,1.3,0.8,2.1,0.106,-1.7,0.1,-1.6,0.1,,2021.0,4
Garrett Temple,34.0,CHI,2.0,56.0,25.0,1528.0,8.2,0.525,0.525,0.131,2.1,9.4,5.8,10.5,1.4,1.7,12.6,13.1,0.2,1.4,1.6,0.05,-3.3,0.3,-3.0,-0.4,,2021.0,1
Lonnie Walker IV,22.0,SAS,2.0,60.0,38.0,1522.0,9.8,0.523,0.463,0.115,1.0,10.1,5.4,9.6,0.9,0.8,9.2,20.1,-0.5,0.9,0.4,0.012,-2.3,-1.4,-3.7,-0.7,,2021.0,2
Desmond Bane,22.0,MEM,2.0,68.0,17.0,1519.0,12.2,0.6,0.543,0.098,2.1,12.6,7.3,10.6,1.3,0.9,10.2,16.1,1.6,1.3,2.9,0.093,-0.6,-0.2,-0.8,0.5,,2021.0,2
Solomon Hill,29.0,ATL,4.0,71.0,16.0,1513.0,6.7,0.498,0.711,0.154,3.1,12.2,7.7,6.4,1.6,0.6,11.7,10.4,0.1,1.2,1.3,0.04,-3.0,0.5,-2.5,-0.2,,2021.0,1
Jaden McDaniels,20.0,MIN,4.0,63.0,27.0,1511.0,8.9,0.552,0.54,0.123,3.6,13.4,8.3,6.4,1.1,3.4,10.8,12.0,0.5,0.9,1.4,0.046,-3.3,-0.2,-3.5,-0.6,,2021.0,2
Cedi Osman,25.0,CLE,3.0,59.0,26.0,1510.0,10.3,0.488,0.553,0.162,2.8,12.4,7.5,17.7,1.7,0.5,11.3,20.4,-0.5,1.0,0.5,0.014,-2.3,-0.9,-3.2,-0.5,,2021.0,1
LeBron James,36.0,LAL,1.0,45.0,45.0,1504.0,24.2,0.602,0.346,0.31,2.2,23.6,12.9,41.8,1.6,1.5,15.2,31.9,3.0,2.6,5.6,0.179,5.9,2.3,8.1,3.8,"MVP-13,AS,NBA2",2021.0,0
Marcus Morris,31.0,LAC,4.0,57.0,29.0,1502.0,14.5,0.614,0.507,0.152,2.7,14.5,8.8,5.6,1.1,0.9,8.4,20.1,2.1,1.5,3.6,0.115,0.9,-0.8,0.0,0.8,,2021.0,1
Mason Plumlee,30.0,DET,5.0,56.0,56.0,1499.0,18.7,0.638,0.018,0.444,10.6,28.1,19.3,21.0,1.4,2.9,18.7,16.3,3.0,2.1,5.1,0.164,0.2,2.0,2.2,1.6,,2021.0,4
Mike Conley,33.0,UTA,1.0,51.0,51.0,1498.0,19.2,0.589,0.523,0.222,2.7,9.6,6.3,30.6,2.3,0.5,12.4,23.1,4.0,2.1,6.1,0.197,3.6,1.3,4.9,2.6,AS,2021.0,0
Gordon Hayward,30.0,CHO,3.0,44.0,44.0,1496.0,17.6,0.584,0.312,0.281,2.6,16.3,9.3,19.5,1.7,0.9,11.0,23.9,2.2,1.4,3.5,0.114,1.6,-0.1,1.6,1.4,,2021.0,3
Caris LeVert,26.0,2TM,2.0,47.0,39.0,1486.0,17.8,0.531,0.317,0.221,2.5,13.1,7.8,25.4,2.1,1.7,10.2,28.7,0.9,1.5,2.4,0.077,0.9,-0.5,0.4,0.9,,2021.0,0
Elfrid Payton,26.0,NYK,1.0,63.0,63.0,1484.0,11.7,0.478,0.158,0.172,4.7,11.0,7.9,21.6,1.6,0.6,13.3,23.2,-0.9,1.9,1.0,0.032,-2.9,-0.1,-3.0,-0.4,,2021.0,5
LaMelo Ball,19.0,CHO,1.0,51.0,31.0,1469.0,17.5,0.539,0.388,0.246,4.6,17.9,11.1,33.9,2.7,1.2,16.3,26.1,1.0,1.9,2.8,0.093,1.1,0.7,1.8,1.4,ROY-1,2021.0,2
Dāvis Bertāns,28.0,WAS,4.0,57.0,7.0,1464.0,11.4,0.62,0.895,0.241,1.3,10.8,6.1,4.4,1.0,0.7,5.9,15.9,2.1,1.0,3.1,0.101,0.3,-1.1,-0.8,0.4,,2021.0,1
Shake Milton,24.0,PHI,2.0,63.0,4.0,1461.0,14.6,0.549,0.304,0.264,2.5,8.5,5.6,20.3,1.3,1.1,12.2,24.9,1.1,1.6,2.8,0.091,-0.7,-1.0,-1.6,0.1,6MOY-12,2021.0,5
Isaiah Stewart,19.0,DET,5.0,68.0,14.0,1455.0,16.4,0.597,0.154,0.225,12.0,22.7,17.3,6.3,1.3,5.2,13.0,15.5,1.9,2.1,4.0,0.132,-1.6,0.5,-1.1,0.3,,2021.0,2
Myles Turner,24.0,IND,5.0,47.0,47.0,1455.0,15.3,0.599,0.477,0.329,4.7,18.0,11.4,4.4,1.3,8.8,11.9,16.4,1.1,2.2,3.3,0.11,-1.6,2.0,0.4,0.9,DPOY-9,2021.0,4
Chris Boucher,28.0,TOR,5.0,60.0,14.0,1453.0,21.9,0.634,0.42,0.345,8.5,22.5,15.3,6.9,1.2,7.6,6.7,20.5,4.0,2.1,6.1,0.201,2.7,0.6,3.3,2.0,6MOY-8,2021.0,4
Bruce Brown,24.0,BRK,1.0,65.0,37.0,1451.0,16.1,0.604,0.139,0.277,8.9,17.2,13.3,9.8,1.9,1.7,10.2,15.9,2.8,1.5,4.4,0.144,-0.4,0.2,-0.1,0.7,,2021.0,1
Cory Joseph,29.0,2TM,1.0,63.0,13.0,1446.0,12.5,0.556,0.31,0.207,2.7,9.7,6.1,21.4,2.0,1.1,14.5,16.3,1.3,0.8,2.1,0.069,-1.8,0.0,-1.8,0.1,,2021.0,5
Cory Joseph,29.0,SAC,1.0,44.0,2.0,944.0,9.9,0.534,0.376,0.188,2.9,8.8,5.8,14.9,2.0,0.8,14.0,14.3,0.4,0.3,0.7,0.037,-3.0,-0.3,-3.3,-0.3,,2021.0,5
Cameron Johnson,24.0,PHO,4.0,60.0,11.0,1437.0,11.8,0.563,0.694,0.122,2.6,12.9,7.9,8.0,1.3,1.0,7.3,17.0,1.2,1.4,2.6,0.086,0.0,-0.2,-0.2,0.7,,2021.0,1
OG Anunoby,23.0,TOR,3.0,43.0,43.0,1433.0,15.4,0.605,0.503,0.197,4.0,14.6,9.1,10.1,2.2,2.2,11.7,19.3,1.5,1.6,3.1,0.104,0.8,0.4,1.2,1.2,,2021.0,3
Kenrich Williams,26.0,OKC,4.0,66.0,13.0,1426.0,14.0,0.599,0.285,0.153,6.1,14.0,10.0,16.4,1.8,1.1,14.8,15.3,1.6,1.2,2.8,0.096,-1.2,0.5,-0.7,0.4,,2021.0,1
Facundo Campazzo,29.0,DEN,1.0,65.0,19.0,1425.0,11.6,0.558,0.686,0.289,1.8,8.9,5.3,20.2,2.7,1.0,17.1,13.1,1.6,1.5,3.1,0.105,-1.7,1.2,-0.6,0.5,6MOY-15,2021.0,5
Isaiah Roby,22.0,OKC,4.0,61.0,34.0,1425.0,11.9,0.555,0.254,0.273,6.4,18.6,12.4,11.4,1.7,2.3,19.0,17.7,-0.3,1.5,1.3,0.043,-3.7,0.4,-3.3,-0.5,,2021.0,2
Lou Williams,34.0,2TM,1.0,66.0,4.0,1423.0,14.0,0.519,0.268,0.268,1.7,8.9,5.4,23.4,1.6,0.4,13.0,25.7,0.5,1.2,1.7,0.056,-1.0,-1.5,-2.5,-0.2,,2021.0,5
Lou Williams,34.0,LAC,1.0,42.0,3.0,918.0,15.7,0.529,0.277,0.277,1.9,8.7,5.4,23.3,2.1,0.4,12.0,26.5,0.7,0.9,1.6,0.084,-0.5,-1.0,-1.5,0.1,,2021.0,0
Brandon Clarke,24.0,MEM,4.0,59.0,16.0,1415.0,17.3,0.56,0.156,0.228,7.2,17.5,12.3,9.5,2.0,3.2,5.7,17.2,2.2,2.0,4.2,0.142,0.4,1.2,1.5,1.3,,2021.0,4
Raul Neto,28.0,WAS,1.0,64.0,22.0,1403.0,13.0,0.575,0.367,0.19,2.1,9.6,5.9,14.0,2.4,0.4,9.9,15.8,1.5,1.3,2.8,0.097,-1.4,0.9,-0.6,0.5,,2021.0,5
Landry Shamet,23.0,BRK,2.0,61.0,12.0,1403.0,10.3,0.578,0.73,0.171,0.9,7.6,4.4,9.3,1.1,0.6,8.9,16.7,1.2,0.6,1.8,0.063,-0.9,-1.5,-2.4,-0.2,,2021.0,1
Aaron Gordon,25.0,2TM,4.0,50.0,50.0,1384.0,14.5,0.547,0.353,0.299,6.0,16.4,11.1,17.8,1.2,2.3,14.7,20.7,0.7,1.2,1.9,0.066,0.2,-0.1,0.1,0.7,,2021.0,1
Wendell Carter Jr.,21.0,2TM,5.0,54.0,44.0,1375.0,16.7,0.566,0.112,0.392,10.2,24.6,17.4,11.2,1.2,2.7,12.7,19.3,1.7,1.7,3.4,0.118,-1.1,-0.2,-1.3,0.2,,2021.0,2
Bobby Portis,25.0,MIL,5.0,66.0,7.0,1372.0,19.9,0.598,0.263,0.122,9.9,25.3,17.9,7.4,1.8,1.7,8.2,20.9,2.8,2.0,4.8,0.167,1.8,-0.4,1.5,1.2,6MOY-9,2021.0,4
Kemba Walker,30.0,BOS,1.0,43.0,43.0,1369.0,17.7,0.559,0.522,0.22,1.3,12.6,6.9,23.8,1.7,0.8,10.6,26.1,2.1,1.1,3.3,0.115,2.8,-0.7,2.1,1.4,,2021.0,0
Rudy Gay,34.0,SAS,4.0,63.0,1.0,1358.0,14.7,0.532,0.443,0.162,3.2,20.9,11.9,9.7,1.6,2.5,8.8,23.6,0.0,1.7,1.7,0.059,-0.1,0.0,-0.1,0.6,,2021.0,1
P.J. Tucker,35.0,2TM,4.0,52.0,33.0,1356.0,5.5,0.51,0.672,0.158,3.9,12.3,8.0,5.7,1.4,1.3,17.4,7.2,0.1,0.9,1.0,0.034,-4.6,0.5,-4.1,-0.7,,2021.0,1
Robin Lopez,32.0,WAS,5.0,71.0,9.0,1354.0,16.7,0.661,0.042,0.322,11.1,10.2,10.6,5.9,0.5,2.7,13.4,17.1,2.8,0.9,3.7,0.131,0.2,-1.2,-1.0,0.4,,2021.0,4
Bryn Forbes,27.0,MIL,2.0,70.0,10.0,1354.0,12.8,0.631,0.645,0.115,0.9,7.6,4.3,4.5,0.8,0.1,7.3,18.5,2.0,0.7,2.7,0.096,0.4,-1.7,-1.3,0.2,,2021.0,1
Bismack Biyombo,28.0,CHO,5.0,66.0,36.0,1349.0,11.7,0.574,0.004,0.434,10.8,17.1,13.9,8.3,0.6,5.4,19.8,11.5,0.9,1.4,2.3,0.081,-3.4,0.4,-3.0,-0.4,,2021.0,4
Josh Hart,25.0,NOP,3.0,47.0,4.0,1349.0,12.2,0.566,0.561,0.259,4.3,26.1,15.2,10.6,1.4,0.8,11.3,13.5,1.4,1.3,2.7,0.097,-1.1,0.3,-0.8,0.4,,2021.0,1
Naz Reid,21.0,MIN,5.0,70.0,15.0,1347.0,18.2,0.599,0.299,0.286,6.4,20.0,12.9,8.7,1.2,4.9,9.5,22.5,1.9,1.3,3.2,0.113,-0.1,-0.2,-0.2,0.6,,2021.0,2
Terrence Ross,29.0,ORL,2.0,46.0,2.0,1347.0,13.2,0.53,0.429,0.224,1.1,11.4,6.1,13.2,1.7,1.4,9.9,24.1,-0.1,1.0,0.9,0.03,-1.4,-0.8,-2.3,-0.1,,2021.0,1
Maxi Kleber,29.0,DAL,4.0,50.0,40.0,1341.0,10.6,0.606,0.771,0.135,3.9,17.4,10.7,6.6,0.9,2.4,9.3,10.6,1.6,1.3,2.9,0.103,-0.5,0.5,0.0,0.7,,2021.0,1
Andre Iguodala,37.0,MIA,3.0,63.0,5.0,1339.0,9.2,0.519,0.734,0.153,3.3,15.4,9.4,14.3,2.1,2.7,20.2,11.2,-0.1,1.8,1.7,0.062,-2.2,1.8,-0.4,0.5,,2021.0,5
Goran Dragić,34.0,MIA,1.0,50.0,11.0,1337.0,13.0,0.552,0.44,0.22,2.2,12.1,7.2,25.9,1.2,0.6,16.2,24.5,0.2,1.2,1.3,0.048,-1.1,-1.3,-2.3,-0.1,,2021.0,5
Kent Bazemore,31.0,GSW,3.0,67.0,18.0,1333.0,10.6,0.564,0.469,0.199,2.1,16.0,9.1,11.1,2.4,2.2,16.1,16.3,-0.2,2.1,1.8,0.065,-2.9,1.7,-1.2,0.2,,2021.0,5
Kristaps Porziņģis,25.0,DAL,5.0,43.0,43.0,1327.0,21.3,0.582,0.378,0.202,6.9,24.6,15.8,8.4,0.7,4.1,6.4,26.5,2.6,1.7,4.3,0.154,3.0,-0.8,2.2,1.4,,2021.0,0
Svi Mykhailiuk,23.0,2TM,3.0,66.0,14.0,1324.0,10.4,0.529,0.621,0.099,1.9,11.4,6.6,12.9,1.9,0.8,14.3,20.0,-0.8,1.1,0.3,0.01,-1.9,-0.7,-2.6,-0.2,,2021.0,1
Derrick Jones Jr.,23.0,POR,3.0,58.0,43.0,1318.0,11.9,0.576,0.447,0.299,6.1,10.7,8.3,4.8,1.4,3.7,8.5,12.3,1.6,0.8,2.4,0.089,-1.4,0.0,-1.4,0.2,,2021.0,1
Lauri Markkanen,23.0,CHI,4.0,51.0,26.0,1317.0,15.2,0.619,0.568,0.177,3.0,19.4,11.3,5.0,1.0,1.0,8.5,20.2,1.7,1.3,3.0,0.109,1.0,-0.9,0.1,0.7,,2021.0,1
Tomáš Satoranský,29.0,CHI,2.0,58.0,18.0,1307.0,13.8,0.614,0.359,0.24,2.6,9.4,6.0,27.9,1.5,0.9,20.9,15.2,1.9,1.1,3.1,0.113,-0.6,0.1,-0.5,0.5,,2021.0,5
Bogdan Bogdanović,28.0,ATL,2.0,44.0,27.0,1305.0,17.6,0.616,0.589,0.078,1.7,11.5,6.7,17.6,1.8,0.9,8.5,21.3,2.8,1.1,3.9,0.142,3.3,0.3,3.6,1.8,,2021.0,3
Talen Horton-Tucker,20.0,LAL,2.0,65.0,4.0,1304.0,12.9,0.536,0.268,0.264,2.2,12.3,7.3,20.8,2.4,1.4,16.1,21.7,-0.1,2.2,2.1,0.078,-2.6,1.5,-1.2,0.3,,2021.0,2
Matisse Thybulle,23.0,PHI,2.0,65.0,8.0,1298.0,10.1,0.508,0.588,0.074,2.6,7.8,5.3,6.3,3.9,4.9,11.3,9.4,0.1,2.7,2.8,0.102,-2.6,4.5,1.9,1.3,"DPOY-11,DEF2",2021.0,5
Tristan Thompson,29.0,BOS,5.0,54.0,43.0,1287.0,14.2,0.54,0.009,0.368,14.5,23.5,19.0,7.2,0.9,2.4,14.1,14.8,1.5,1.4,2.9,0.107,-1.5,-1.0,-2.5,-0.2,,2021.0,4
Derrick Rose,32.0,2TM,1.0,50.0,3.0,1279.0,18.3,0.55,0.211,0.208,1.7,9.3,5.5,28.0,1.9,1.4,10.5,25.8,1.6,1.6,3.1,0.118,1.6,0.3,1.9,1.3,"MVP-9,6MOY-3",2021.0,3
Cole Anthony,20.0,ORL,1.0,47.0,34.0,1273.0,12.1,0.496,0.312,0.237,3.0,15.4,9.0,24.2,1.1,1.3,14.8,24.3,-0.9,0.9,0.0,-0.001,-1.9,-1.4,-3.3,-0.4,,2021.0,2
Payton Pritchard,23.0,BOS,2.0,66.0,4.0,1268.0,12.4,0.582,0.593,0.108,2.9,11.1,6.9,13.3,1.4,0.7,10.8,16.7,1.6,0.9,2.5,0.095,-0.3,-0.4,-0.7,0.4,,2021.0,1
Terance Mann,24.0,LAC,2.0,67.0,10.0,1263.0,13.8,0.603,0.26,0.269,5.1,16.1,10.8,11.3,1.1,0.9,9.3,15.1,2.4,1.3,3.7,0.141,-0.5,0.3,-0.2,0.6,,2021.0,1
Grayson Allen,25.0,MEM,2.0,50.0,38.0,1259.0,12.8,0.586,0.662,0.22,1.6,12.0,6.7,11.5,1.7,0.6,9.6,16.8,1.5,1.2,2.7,0.101,-0.2,0.1,-0.2,0.6,,2021.0,1
Evan Fournier,28.0,2TM,3.0,42.0,36.0,1259.0,16.7,0.598,0.523,0.253,0.8,10.2,5.4,18.6,1.8,1.4,10.8,23.1,1.8,1.0,2.8,0.107,1.5,-0.4,1.1,1.0,,2021.0,3
Deni Avdija,20.0,WAS,3.0,54.0,32.0,1257.0,7.6,0.515,0.538,0.144,1.9,20.2,11.0,6.3,1.2,1.0,9.0,12.0,0.0,1.2,1.2,0.046,-3.6,0.4,-3.1,-0.4,,2021.0,2
Alec Burks,29.0,NYK,2.0,49.0,5.0,1255.0,14.8,0.564,0.492,0.236,1.8,17.6,9.8,13.2,1.2,1.1,8.2,21.3,1.5,1.8,3.3,0.126,0.9,0.6,1.5,1.1,,2021.0,1
DeAndre Jordan,32.0,BRK,5.0,57.0,43.0,1246.0,17.1,0.736,0.004,0.369,10.9,26.1,18.9,10.1,0.7,4.6,22.7,13.1,2.4,1.5,3.9,0.152,0.1,1.0,1.0,0.9,,2021.0,4
Immanuel Quickley,21.0,NYK,1.0,64.0,3.0,1243.0,15.8,0.557,0.522,0.3,2.2,9.7,6.0,16.2,1.2,0.9,8.1,25.6,1.8,1.4,3.2,0.125,1.4,-0.5,0.9,0.9,,2021.0,2
Andre Drummond,27.0,2TM,5.0,46.0,46.0,1242.0,19.4,0.519,0.014,0.358,14.8,35.2,24.9,13.2,2.5,3.5,15.8,27.6,-0.6,2.5,2.0,0.077,-1.7,0.5,-1.2,0.3,,2021.0,4
Luke Kennard,24.0,LAC,2.0,63.0,17.0,1232.0,12.7,0.608,0.541,0.075,1.4,13.0,7.3,11.9,0.9,0.7,10.1,17.1,1.6,1.1,2.7,0.105,0.3,-0.5,-0.2,0.6,,2021.0,1
Sterling Brown,25.0,HOU,2.0,51.0,14.0,1229.0,11.1,0.597,0.642,0.093,3.2,16.8,9.7,8.4,1.5,0.9,10.5,13.5,1.0,0.8,1.8,0.071,-1.6,0.0,-1.6,0.1,,2021.0,1
Hamidou Diallo,22.0,2TM,3.0,52.0,9.0,1226.0,14.3,0.541,0.174,0.426,5.1,18.8,11.9,13.3,1.6,1.7,12.0,22.2,0.3,1.3,1.6,0.063,-2.2,0.1,-2.1,0.0,,2021.0,2
Tyus Jones,24.0,MEM,1.0,70.0,9.0,1222.0,15.0,0.511,0.339,0.109,1.8,10.4,6.1,28.6,2.5,0.4,10.0,16.6,1.5,1.3,2.8,0.11,-0.1,0.9,0.8,0.9,,2021.0,5
Danilo Gallinari,32.0,ATL,4.0,51.0,4.0,1222.0,16.3,0.613,0.535,0.366,1.6,17.0,9.5,9.2,1.2,0.7,7.2,21.2,2.7,1.0,3.7,0.146,1.7,-0.6,1.1,1.0,,2021.0,3
Alex Caruso,26.0,LAL,1.0,58.0,6.0,1216.0,11.1,0.547,0.449,0.249,2.9,12.8,7.9,18.1,2.6,1.1,18.3,14.8,0.3,2.1,2.4,0.095,-2.5,2.5,0.0,0.6,,2021.0,5
Dean Wade,24.0,CLE,4.0,63.0,19.0,1212.0,11.3,0.573,0.685,0.125,3.4,16.8,9.9,8.9,1.4,1.5,8.4,12.9,1.1,0.9,2.0,0.08,-1.1,-0.1,-1.3,0.2,,2021.0,1
Markieff Morris,31.0,LAL,4.0,61.0,27.0,1200.0,9.3,0.509,0.553,0.132,4.5,20.3,12.5,8.6,0.9,1.4,11.9,16.4,-0.2,1.8,1.6,0.062,-2.9,0.3,-2.6,-0.2,,2021.0,1
Josh Okogie,22.0,MIN,2.0,59.0,37.0,1197.0,9.1,0.524,0.425,0.425,5.5,8.7,7.1,7.0,2.1,2.0,12.5,12.1,0.5,0.8,1.3,0.051,-3.7,0.3,-3.3,-0.4,,2021.0,2
Dwight Howard,35.0,PHI,5.0,69.0,6.0,1196.0,17.8,0.61,0.066,0.693,17.8,35.3,26.7,7.2,1.2,4.7,22.1,18.2,1.3,2.6,4.0,0.159,-2.1,0.6,-1.5,0.1,,2021.0,4
Monte Morris,25.0,DEN,1.0,47.0,13.0,1196.0,14.0,0.574,0.346,0.189,1.0,8.0,4.6,17.1,1.4,1.1,7.5,16.5,2.0,0.8,2.9,0.115,0.1,-0.5,-0.3,0.5,,2021.0,1
D'Angelo Russell,24.0,MIN,1.0,42.0,26.0,1196.0,17.6,0.555,0.475,0.229,1.4,8.9,5.0,33.6,1.8,1.3,13.5,29.1,1.0,0.6,1.6,0.063,3.3,-1.7,1.6,1.1,,2021.0,0
Blake Griffin,31.0,2TM,4.0,46.0,30.0,1186.0,12.9,0.546,0.499,0.285,3.4,17.4,10.5,17.0,1.3,1.1,11.8,19.3,0.9,1.1,2.0,0.081,-0.8,0.0,-0.8,0.3,,2021.0,1
Aaron Holiday,24.0,IND,1.0,66.0,8.0,1176.0,9.2,0.503,0.417,0.19,1.4,6.8,4.1,14.0,1.8,0.9,12.3,19.5,-0.6,0.8,0.2,0.009,-3.3,-0.9,-4.2,-0.7,,2021.0,1
Paul Millsap,35.0,DEN,4.0,56.0,36.0,1162.0,16.4,0.565,0.357,0.244,7.4,18.1,12.8,11.6,2.2,3.0,10.3,18.6,1.7,1.6,3.2,0.133,0.3,0.7,1.0,0.9,,2021.0,4
Kevon Looney,24.0,GSW,5.0,61.0,34.0,1161.0,11.9,0.575,0.086,0.244,10.9,18.6,14.8,13.4,0.8,1.7,14.5,9.4,2.0,1.4,3.4,0.139,-1.8,1.0,-0.9,0.3,,2021.0,1
Georges Niang,27.0,UTA,4.0,72.0,10.0,1154.0,11.4,0.602,0.721,0.057,2.7,13.0,8.1,7.3,1.1,0.6,10.9,17.4,1.2,1.4,2.6,0.108,-0.4,0.1,-0.3,0.5,,2021.0,1
Jarred Vanderbilt,21.0,MIN,4.0,64.0,30.0,1139.0,16.2,0.612,0.021,0.432,10.8,24.7,17.5,9.3,2.7,3.5,15.9,12.3,1.6,1.5,3.1,0.132,-1.4,1.4,-0.1,0.5,,2021.0,2
Grant Williams,22.0,BOS,4.0,63.0,9.0,1138.0,7.5,0.546,0.522,0.206,4.7,12.8,8.7,7.4,1.4,2.0,17.2,12.3,0.1,1.0,1.1,0.046,-4.0,0.3,-3.7,-0.5,,2021.0,2
Chuma Okeke,22.0,ORL,4.0,45.0,19.0,1133.0,11.8,0.511,0.435,0.123,3.7,13.2,8.3,13.2,2.1,1.8,10.0,14.5,0.3,1.0,1.3,0.056,-1.9,0.5,-1.5,0.1,,2021.0,2
Wesley Matthews,34.0,LAL,2.0,58.0,10.0,1130.0,7.2,0.517,0.782,0.163,2.0,7.2,4.6,6.3,1.6,1.3,8.8,11.4,0.2,1.5,1.7,0.073,-3.1,1.4,-1.7,0.1,,2021.0,1
D.J. Augustin,33.0,2TM,1.0,57.0,12.0,1129.0,12.1,0.57,0.633,0.274,1.9,7.0,4.4,22.2,1.2,0.1,14.5,16.8,1.5,0.5,2.1,0.088,-0.6,-1.5,-2.1,0.0,,2021.0,5
JaMychal Green,30.0,DEN,4.0,58.0,5.0,1120.0,13.6,0.59,0.529,0.152,8.6,19.4,14.0,6.4,1.1,1.9,11.7,17.6,1.4,1.2,2.6,0.11,-0.5,-1.0,-1.5,0.1,,2021.0,1
Marvin Bagley III,21.0,SAC,4.0,43.0,42.0,1112.0,16.3,0.554,0.22,0.273,10.4,21.5,15.9,5.8,0.9,1.6,9.7,23.5,0.9,0.5,1.4,0.059,-0.4,-2.7,-3.1,-0.3,,2021.0,2
Juan Toscano-Anderson,27.0,GSW,2.0,53.0,16.0,1107.0,12.6,0.676,0.44,0.148,2.8,19.6,11.3,18.1,1.7,2.1,21.5,11.0,1.4,1.6,3.0,0.13,-1.4,2.2,0.8,0.8,,2021.0,5
Anfernee Simons,21.0,POR,2.0,64.0,0.0,1104.0,12.3,0.589,0.703,0.142,1.3,12.5,6.8,11.4,0.8,0.6,9.2,18.3,1.5,0.3,1.8,0.078,0.6,-1.6,-1.0,0.3,,2021.0,2
Aleksej Pokusevski,19.0,OKC,4.0,45.0,28.0,1090.0,6.1,0.43,0.507,0.103,2.8,17.6,10.1,13.1,0.9,3.4,18.8,20.5,-2.9,1.0,-1.9,-0.084,-5.1,-1.0,-6.1,-1.1,,2021.0,2
PJ Dozier,24.0,DEN,2.0,50.0,6.0,1088.0,10.4,0.501,0.42,0.186,3.7,15.3,9.5,11.2,1.4,2.0,10.7,17.2,0.1,1.1,1.1,0.051,-2.3,-0.4,-2.6,-0.2,,2021.0,1
Xavier Tillman Sr.,22.0,MEM,4.0,59.0,12.0,1085.0,14.7,0.605,0.217,0.177,7.2,18.0,12.5,9.4,1.9,2.7,12.3,14.3,1.4,1.5,2.9,0.127,-1.3,1.1,-0.2,0.5,,2021.0,2
Cameron Payne,26.0,PHO,1.0,60.0,1.0,1079.0,17.4,0.602,0.42,0.142,1.7,13.2,7.6,28.1,1.6,1.3,12.5,19.8,2.4,1.2,3.6,0.158,2.1,1.0,3.1,1.4,,2021.0,0
Damion Lee,28.0,GSW,2.0,57.0,1.0,1079.0,11.8,0.636,0.708,0.161,2.2,15.4,8.9,9.1,1.7,0.7,9.3,12.8,1.4,1.3,2.7,0.119,-0.7,0.9,0.2,0.6,,2021.0,1
Terence Davis,23.0,2TM,2.0,61.0,4.0,1074.0,12.7,0.555,0.586,0.121,2.0,14.1,7.9,11.4,2.0,1.2,11.6,21.8,0.1,0.8,0.8,0.038,-0.9,-0.9,-1.7,0.1,,2021.0,1
KJ Martin,20.0,HOU,3.0,45.0,8.0,1068.0,14.6,0.59,0.302,0.264,7.0,17.6,12.1,6.8,1.3,3.4,9.7,15.6,1.3,0.9,2.2,0.099,-1.4,-0.4,-1.8,0.0,,2021.0,2
Furkan Korkmaz,23.0,PHI,2.0,55.0,11.0,1062.0,12.8,0.544,0.634,0.193,1.8,9.8,5.9,11.1,2.2,0.8,9.1,20.5,0.6,1.5,2.0,0.092,-0.3,0.2,-0.1,0.5,,2021.0,1
Devin Vassell,20.0,SAS,3.0,62.0,7.0,1056.0,10.6,0.524,0.495,0.168,2.4,15.4,8.8,7.1,2.0,1.4,6.3,14.3,0.4,1.1,1.5,0.069,-2.2,0.7,-1.5,0.1,,2021.0,2
Brad Wanamaker,31.0,2TM,1.0,61.0,0.0,1053.0,9.5,0.489,0.284,0.338,1.8,8.8,5.3,22.5,1.9,1.0,17.1,16.9,-0.2,1.0,0.9,0.039,-4.4,0.3,-4.0,-0.5,,2021.0,5
