Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Season,Cluster
Al Horford,22.0,ATL,5.0,67.0,67.0,2242.0,17.0,0.565,0.002,0.345,7.6,25.0,16.3,11.9,1.3,3.3,13.1,16.4,3.3,3.5,6.8,0.145,0.2,1.5,1.7,2.1,,2009.0,2
Nate Robinson,24.0,NYK,1.0,74.0,11.0,2209.0,18.9,0.549,0.375,0.288,4.7,9.8,7.2,22.9,2.1,0.2,10.7,25.6,4.4,1.5,5.9,0.128,2.5,-0.1,2.4,2.4,6MOY-3,2009.0,3
Steve Blake,28.0,POR,1.0,69.0,69.0,2188.0,14.4,0.557,0.507,0.116,1.6,8.4,4.9,25.1,1.7,0.1,13.7,17.0,4.1,1.7,5.8,0.128,1.7,-0.2,1.5,1.9,,2009.0,5
Tyrus Thomas,22.0,CHI,4.0,79.0,61.0,2175.0,15.9,0.525,0.013,0.445,7.8,18.9,13.4,5.5,2.2,5.1,13.6,19.4,1.2,3.4,4.6,0.101,-1.5,1.5,0.0,1.1,,2009.0,2
Ramon Sessions,22.0,MIL,1.0,79.0,39.0,2173.0,17.6,0.525,0.044,0.457,3.3,11.7,7.3,34.6,2.0,0.3,14.0,22.4,3.5,2.1,5.6,0.123,1.4,0.1,1.6,1.9,,2009.0,2
Delonte West,25.0,CLE,2.0,64.0,64.0,2152.0,14.1,0.559,0.365,0.173,1.8,9.2,5.6,16.6,2.4,0.5,12.0,16.7,3.0,3.4,6.4,0.142,0.1,1.7,1.7,2.0,,2009.0,5
James Posey,32.0,NOH,2.0,75.0,0.0,2140.0,10.8,0.568,0.599,0.279,2.2,18.3,10.2,6.0,1.5,0.8,11.8,15.0,1.7,2.6,4.2,0.095,-1.3,0.4,-1.0,0.6,6MOY-16,2009.0,3
Rasheed Wallace,34.0,DET,5.0,66.0,63.0,2123.0,14.9,0.52,0.443,0.14,3.1,24.6,13.7,7.1,1.6,3.1,7.2,18.5,1.6,3.4,5.1,0.114,0.4,1.6,2.0,2.1,,2009.0,1
Luc Mbah a Moute,22.0,MIL,4.0,82.0,52.0,2114.0,12.3,0.516,0.008,0.391,10.1,17.4,13.6,6.3,2.1,1.8,14.8,14.3,1.2,2.8,4.0,0.092,-1.6,0.8,-0.8,0.6,,2009.0,2
Kenyon Martin,31.0,DEN,4.0,66.0,66.0,2111.0,13.6,0.523,0.059,0.304,4.6,16.8,10.9,10.0,2.3,2.7,12.4,17.7,0.9,3.1,4.0,0.09,-1.2,1.5,0.3,1.2,,2009.0,5
Brad Miller,32.0,2TM,5.0,70.0,43.0,2100.0,16.7,0.566,0.091,0.443,8.3,21.9,15.0,17.9,1.3,1.3,15.1,18.4,3.6,1.5,5.1,0.117,1.0,0.1,1.1,1.6,,2009.0,4
Brad Miller,32.0,SAC,5.0,43.0,43.0,1354.0,15.7,0.562,0.111,0.402,7.1,22.7,14.8,17.8,1.1,1.3,15.4,17.9,1.9,0.6,2.6,0.091,0.7,-0.2,0.5,0.8,,2009.0,4
Charlie Villanueva,24.0,MIL,4.0,78.0,47.0,2095.0,18.6,0.529,0.237,0.22,8.3,21.6,14.7,12.4,1.2,2.2,10.4,28.5,2.2,2.7,4.9,0.112,1.6,-0.6,1.1,1.6,,2009.0,4
Sebastian Telfair,23.0,MIN,1.0,75.0,43.0,2095.0,10.8,0.481,0.303,0.23,1.7,5.5,3.5,26.1,1.8,0.4,16.0,19.6,0.0,0.8,0.8,0.019,-2.0,-1.4,-3.4,-0.7,,2009.0,3
Marvin Williams,22.0,ATL,3.0,61.0,59.0,2093.0,16.0,0.569,0.249,0.439,6.2,15.2,10.7,6.3,1.5,1.4,8.6,18.2,3.9,2.2,6.1,0.14,1.0,-0.2,0.8,1.5,,2009.0,2
Allen Iverson,33.0,2TM,2.0,57.0,53.0,2093.0,15.8,0.504,0.119,0.416,1.7,8.2,4.9,23.1,2.3,0.2,12.9,25.7,0.9,1.9,2.9,0.066,0.2,0.0,0.2,1.1,AS,2009.0,0
Allen Iverson,33.0,DET,1.0,54.0,50.0,1970.0,15.9,0.502,0.115,0.406,1.6,8.4,5.0,23.0,2.4,0.2,12.7,25.9,0.8,1.9,2.7,0.065,0.1,0.1,0.2,1.1,,2009.0,0
Peja Stojaković,31.0,NOH,3.0,61.0,59.0,2089.0,12.5,0.531,0.534,0.145,2.6,12.7,7.6,6.0,1.4,0.1,6.3,18.8,1.9,1.9,3.8,0.087,0.2,-1.0,-0.7,0.7,,2009.0,1
Matt Barnes,28.0,PHO,4.0,77.0,40.0,2082.0,12.6,0.537,0.506,0.202,4.6,18.5,11.8,14.2,1.2,0.9,15.0,18.3,1.6,1.4,3.0,0.069,0.2,-0.7,-0.4,0.8,,2009.0,3
Keyon Dooling,28.0,NJN,1.0,77.0,18.0,2074.0,13.6,0.562,0.393,0.258,1.4,7.6,4.5,21.3,1.8,0.3,13.6,17.4,2.8,0.9,3.7,0.085,0.2,-0.7,-0.5,0.7,,2009.0,3
Dominic McGuire,23.0,WAS,3.0,79.0,57.0,2072.0,10.8,0.483,0.012,0.315,6.2,18.4,12.1,13.8,1.6,2.9,20.0,10.1,0.5,1.3,1.7,0.04,-1.8,0.7,-1.1,0.5,,2009.0,4
Jamario Moon,28.0,2TM,3.0,80.0,60.0,2068.0,13.3,0.567,0.386,0.169,3.3,17.5,10.4,7.0,2.2,2.3,7.8,12.4,2.4,2.5,4.9,0.114,0.0,1.7,1.7,1.9,,2009.0,3
Jamario Moon,28.0,TOR,3.0,54.0,39.0,1379.0,14.2,0.569,0.347,0.205,4.1,16.9,10.6,7.7,2.5,2.5,8.2,12.6,1.7,1.7,3.4,0.119,0.5,2.2,2.7,1.6,,2009.0,5
Kevin Love,20.0,MIN,5.0,81.0,37.0,2048.0,18.3,0.538,0.028,0.488,15.1,27.3,21.0,6.8,0.9,1.9,12.4,21.0,3.4,1.9,5.3,0.124,0.4,-1.6,-1.1,0.4,ROY-6,2009.0,2
Samuel Dalembert,27.0,PHI,5.0,82.0,82.0,2036.0,13.2,0.535,0.005,0.286,12.5,28.9,20.6,1.4,0.9,5.8,19.3,13.6,0.5,3.5,4.0,0.095,-2.9,0.8,-2.1,0.0,,2009.0,4
Luke Ridnour,27.0,MIL,1.0,72.0,50.0,2033.0,12.9,0.5,0.253,0.246,1.8,11.3,6.3,28.2,2.3,0.7,15.7,18.0,1.2,2.2,3.4,0.081,-1.0,0.9,0.0,1.0,,2009.0,5
Shane Battier,30.0,HOU,2.0,60.0,59.0,2031.0,10.7,0.568,0.669,0.189,3.1,12.9,8.2,10.0,1.3,1.9,11.3,9.9,2.3,2.9,5.2,0.123,0.1,1.9,2.0,2.0,"DPOY-4,DEF2",2009.0,3
Hakim Warrick,26.0,MEM,4.0,82.0,7.0,2029.0,16.9,0.554,0.033,0.54,7.7,17.0,12.3,5.9,1.3,1.6,10.3,22.0,3.0,1.7,4.7,0.111,0.2,-0.9,-0.7,0.7,6MOY-17,2009.0,4
Jermaine O'Neal,30.0,2TM,5.0,68.0,61.0,2027.0,15.4,0.522,0.001,0.288,7.4,17.8,12.6,10.3,0.8,5.3,14.2,23.2,0.2,2.3,2.6,0.06,-1.8,0.3,-1.5,0.3,,2009.0,4
Michael Beasley,20.0,MIA,4.0,81.0,19.0,2009.0,17.2,0.528,0.085,0.252,6.5,19.8,13.1,7.7,1.1,1.5,10.2,27.7,1.2,2.2,3.4,0.081,-0.2,-1.5,-1.7,0.1,"ROY-7,6MOY-17",2009.0,2
Trevor Ariza,23.0,LAL,3.0,82.0,20.0,1999.0,15.5,0.544,0.32,0.284,6.4,13.4,10.0,10.4,3.5,0.9,11.5,16.6,2.5,3.5,6.1,0.146,0.2,2.2,2.4,2.3,"DPOY-16,6MOY-17",2009.0,5
Aaron Brooks,24.0,HOU,1.0,80.0,35.0,1998.0,12.9,0.521,0.395,0.22,2.0,7.0,4.6,20.2,1.2,0.3,12.7,22.9,1.4,2.2,3.6,0.086,-0.3,-0.6,-0.9,0.6,,2009.0,3
Rudy Fernández,23.0,POR,2.0,78.0,4.0,1993.0,15.5,0.588,0.632,0.227,2.9,10.1,6.4,12.7,1.9,0.5,11.0,18.4,4.3,1.8,6.1,0.147,2.6,0.4,3.0,2.5,ROY-9,2009.0,3
Andrés Nocioni,29.0,2TM,4.0,76.0,18.0,1991.0,12.2,0.555,0.444,0.261,3.1,17.8,10.5,8.3,1.0,1.2,12.6,20.1,1.4,1.4,2.8,0.068,-1.0,-0.9,-1.9,0.0,,2009.0,3
Andrés Nocioni,29.0,CHI,4.0,53.0,2.0,1278.0,11.4,0.547,0.465,0.276,3.1,16.8,9.9,7.4,1.0,0.9,12.7,20.1,0.8,1.1,1.9,0.072,-1.5,-0.6,-2.1,0.0,,2009.0,1
Ronald Murray,29.0,ATL,2.0,80.0,2.0,1975.0,14.7,0.543,0.304,0.293,1.3,8.7,5.0,14.0,2.4,0.7,12.5,24.3,1.2,2.0,3.1,0.076,-0.6,0.1,-0.5,0.8,6MOY-7,2009.0,3
Francisco García,27.0,SAC,3.0,65.0,36.0,1975.0,14.1,0.554,0.332,0.268,3.3,9.6,6.4,12.6,2.1,2.5,13.1,19.4,1.7,0.7,2.4,0.058,0.1,-0.5,-0.3,0.8,,2009.0,5
Joel Przybilla,29.0,POR,5.0,82.0,43.0,1952.0,15.4,0.652,0.004,0.628,12.8,33.1,22.8,2.0,1.0,3.9,18.5,10.2,3.2,3.4,6.6,0.163,-0.3,1.2,0.9,1.4,DPOY-16,2009.0,4
Amar'e Stoudemire,26.0,PHO,4.0,53.0,53.0,1948.0,20.3,0.617,0.009,0.517,7.2,18.1,12.9,8.3,1.3,2.1,14.0,24.2,4.6,1.4,6.1,0.149,1.9,-0.3,1.7,1.8,AS,2009.0,4
Kevin Martin,25.0,SAC,2.0,51.0,46.0,1947.0,19.2,0.601,0.342,0.65,1.7,9.3,5.5,12.3,1.6,0.3,12.3,27.4,4.7,0.1,4.7,0.117,3.0,-2.4,0.5,1.3,,2009.0,0
Courtney Lee,23.0,ORL,2.0,77.0,42.0,1939.0,10.7,0.556,0.376,0.174,1.1,9.1,5.2,7.6,2.0,0.5,10.6,15.5,1.3,3.1,4.4,0.108,-2.1,1.9,-0.1,0.9,ROY-11,2009.0,3
Joakim Noah,23.0,CHI,5.0,80.0,55.0,1938.0,16.5,0.594,0.003,0.489,14.5,21.3,17.9,8.1,1.3,4.1,15.4,12.3,3.8,2.7,6.4,0.159,0.1,1.1,1.1,1.5,,2009.0,4
Matt Bonner,28.0,SAS,4.0,81.0,67.0,1928.0,15.0,0.611,0.5,0.043,6.1,17.6,11.9,6.8,1.3,1.0,6.3,14.6,3.8,3.0,6.8,0.169,1.1,1.0,2.1,2.0,,2009.0,3
Marcus Camby,34.0,LAC,5.0,62.0,55.0,1925.0,18.7,0.556,0.008,0.367,9.4,32.7,20.7,10.8,1.4,5.1,13.9,15.8,2.3,2.9,5.2,0.129,0.4,1.8,2.2,2.0,DPOY-16,2009.0,4
Lou Williams,22.0,PHI,2.0,81.0,0.0,1919.0,16.3,0.513,0.261,0.456,2.2,8.1,5.2,21.6,2.4,0.6,13.0,27.7,1.6,1.7,3.4,0.085,1.0,-0.5,0.6,1.3,6MOY-10,2009.0,2
D.J. Augustin,21.0,CHA,1.0,72.0,12.0,1908.0,14.9,0.587,0.396,0.375,1.1,7.5,4.3,22.6,1.2,0.1,14.1,20.8,3.6,1.5,5.1,0.128,1.4,-0.5,0.9,1.4,,2009.0,2
Quentin Richardson,28.0,NYK,2.0,72.0,51.0,1894.0,11.6,0.51,0.493,0.175,4.0,14.8,9.2,9.4,1.2,0.3,9.3,18.2,1.0,1.1,2.1,0.054,-0.4,-0.8,-1.2,0.4,,2009.0,1
C.J. Watson,24.0,GSW,1.0,77.0,18.0,1883.0,14.2,0.564,0.214,0.343,2.3,8.8,5.5,16.2,2.5,0.1,12.5,16.8,2.7,0.6,3.3,0.084,-0.5,-0.1,-0.5,0.7,,2009.0,3
Kyle Korver,27.0,UTA,3.0,78.0,2.0,1874.0,12.1,0.572,0.477,0.227,2.2,14.2,8.2,11.1,1.3,1.3,12.8,16.9,1.9,1.8,3.7,0.095,0.0,0.1,0.1,1.0,,2009.0,3
Antonio McDyess,34.0,DET,4.0,62.0,30.0,1866.0,16.6,0.529,0.0,0.164,11.6,27.2,19.3,7.3,1.2,2.1,8.3,15.7,2.8,2.8,5.6,0.144,0.0,0.4,0.5,1.2,,2009.0,4
Andris Biedriņš,22.0,GSW,5.0,62.0,58.0,1863.0,19.1,0.585,0.002,0.405,13.0,27.4,20.2,10.0,1.7,3.6,14.9,16.9,3.3,2.1,5.4,0.139,0.9,0.4,1.3,1.5,,2009.0,2
Maurice Evans,30.0,ATL,3.0,80.0,25.0,1840.0,11.1,0.558,0.515,0.151,5.6,9.9,7.7,4.6,1.5,0.4,7.7,14.2,2.3,1.5,3.8,0.099,-0.4,-0.4,-0.8,0.6,,2009.0,3
Nick Young,23.0,WAS,2.0,82.0,5.0,1837.0,13.1,0.53,0.217,0.255,1.9,7.8,4.8,9.0,1.1,0.9,9.9,23.1,1.2,-0.1,1.2,0.03,-0.9,-2.5,-3.3,-0.6,,2009.0,3
Erick Dampier,33.0,DAL,5.0,80.0,80.0,1836.0,15.7,0.664,0.0,0.504,13.6,21.6,17.7,6.1,0.7,3.8,17.8,10.4,3.9,2.3,6.1,0.161,0.0,0.6,0.6,1.2,,2009.0,4
Al Jefferson,24.0,MIN,5.0,50.0,50.0,1836.0,23.1,0.532,0.004,0.258,10.6,24.9,17.5,8.8,1.1,3.5,7.8,28.9,2.9,2.0,4.9,0.128,3.2,-0.6,2.6,2.1,,2009.0,0
Daequan Cook,21.0,MIA,3.0,75.0,4.0,1833.0,10.3,0.512,0.612,0.087,1.2,11.2,6.2,6.2,1.1,0.4,5.9,18.2,0.9,1.3,2.2,0.056,-0.8,-1.4,-2.1,0.0,,2009.0,2
Jarvis Hayes,27.0,NJN,3.0,74.0,1.0,1832.0,10.8,0.537,0.423,0.09,1.7,15.8,8.7,4.9,1.5,0.3,7.6,16.6,1.0,1.2,2.1,0.055,-1.4,-0.8,-2.2,-0.1,,2009.0,1
Jason Kapono,27.0,TOR,2.0,80.0,12.0,1831.0,8.9,0.525,0.379,0.07,1.7,8.7,5.2,9.1,0.6,0.1,10.1,17.4,0.3,0.5,0.8,0.021,-1.9,-1.4,-3.2,-0.6,6MOY-15,2009.0,3
Nick Collison,28.0,OKC,5.0,71.0,40.0,1831.0,14.8,0.599,0.005,0.318,11.2,19.7,15.4,5.8,1.4,2.0,13.0,13.5,3.0,2.0,5.0,0.13,-1.5,0.3,-1.2,0.4,,2009.0,4
Andrei Kirilenko,27.0,UTA,4.0,67.0,10.0,1831.0,16.8,0.549,0.128,0.546,5.5,15.3,10.4,14.7,2.3,3.3,14.6,20.3,2.0,2.6,4.6,0.122,0.9,1.7,2.6,2.2,6MOY-9,2009.0,0
Willie Green,27.0,PHI,2.0,81.0,60.0,1828.0,11.1,0.493,0.245,0.129,1.9,6.4,4.1,14.4,1.5,0.6,8.4,18.9,1.1,1.2,2.3,0.06,-1.7,-0.4,-2.1,0.0,,2009.0,3
Jeff Foster,32.0,IND,5.0,74.0,26.0,1828.0,13.0,0.542,0.02,0.414,12.8,17.8,15.3,9.9,1.4,2.0,17.4,12.0,2.3,1.9,4.2,0.111,-1.2,0.6,-0.6,0.7,,2009.0,4
Linas Kleiza,24.0,DEN,3.0,82.0,7.0,1824.0,13.2,0.552,0.413,0.316,6.0,14.5,10.4,5.7,0.9,0.6,10.0,20.0,2.1,1.5,3.6,0.095,0.0,-1.5,-1.5,0.2,,2009.0,3
Brandon Rush,23.0,IND,2.0,75.0,19.0,1803.0,9.0,0.505,0.363,0.115,2.1,12.3,7.1,5.4,1.0,1.5,11.0,16.4,-0.4,1.3,0.9,0.024,-2.1,-0.7,-2.8,-0.3,,2009.0,3
Daniel Gibson,22.0,CLE,1.0,75.0,0.0,1795.0,10.1,0.519,0.537,0.163,2.1,7.9,5.1,11.3,1.3,0.7,9.7,16.5,1.5,2.3,3.8,0.101,-1.4,0.3,-1.0,0.4,,2009.0,2
Anthony Carter,33.0,DEN,1.0,78.0,5.0,1787.0,10.8,0.49,0.228,0.202,2.7,10.4,6.7,29.9,2.7,0.6,26.9,14.3,-0.3,2.1,1.8,0.047,-2.0,0.8,-1.3,0.3,,2009.0,5
Charlie Bell,29.0,MIL,2.0,70.0,23.0,1783.0,9.8,0.525,0.458,0.153,2.0,7.1,4.4,13.3,1.5,0.3,12.0,16.0,0.9,1.2,2.2,0.059,-1.4,-0.3,-1.7,0.2,,2009.0,1
Earl Watson,29.0,OKC,1.0,68.0,18.0,1776.0,9.5,0.448,0.188,0.234,2.3,9.7,5.9,33.4,1.4,0.5,23.8,16.3,-1.2,1.1,-0.2,-0.005,-3.2,-1.4,-4.6,-1.2,,2009.0,5
Kevin Garnett,32.0,BOS,4.0,57.0,57.0,1772.0,21.2,0.563,0.011,0.178,5.6,26.7,16.6,14.7,1.9,3.1,10.1,23.4,3.0,4.1,7.1,0.193,2.8,3.0,5.7,3.5,"DPOY-8,AS,DEF1",2009.0,0
Zydrunas Ilgauskas,33.0,CLE,5.0,65.0,65.0,1765.0,18.0,0.523,0.054,0.24,11.0,21.6,16.5,6.4,0.9,3.8,10.1,23.8,2.1,3.5,5.6,0.151,-0.4,0.1,-0.3,0.8,,2009.0,4
Zach Randolph,27.0,2TM,4.0,50.0,45.0,1757.0,19.7,0.531,0.111,0.279,9.9,23.2,16.3,11.5,1.3,0.7,10.4,28.1,1.7,1.4,3.0,0.083,1.7,-1.6,0.1,0.9,,2009.0,0
Bobby Simmons,28.0,NJN,3.0,71.0,44.0,1729.0,12.0,0.596,0.594,0.132,4.9,14.3,9.5,8.5,1.5,0.5,11.7,14.3,2.4,1.0,3.4,0.095,0.3,-0.4,0.0,0.8,,2009.0,1
Leandro Barbosa,26.0,PHO,2.0,70.0,11.0,1705.0,19.4,0.588,0.316,0.256,2.4,9.7,6.2,14.9,2.4,0.3,9.9,24.2,4.0,1.0,5.0,0.141,2.4,-0.4,1.9,1.7,6MOY-10,2009.0,3
Andray Blatche,22.0,WAS,5.0,71.0,36.0,1703.0,15.0,0.508,0.033,0.257,8.5,17.9,13.0,11.8,1.6,3.5,14.3,21.9,0.2,1.2,1.4,0.039,-1.8,-0.3,-2.0,0.0,,2009.0,2
Marquis Daniels,28.0,IND,3.0,54.0,43.0,1700.0,12.8,0.491,0.131,0.187,5.1,11.0,8.0,10.7,1.8,1.1,11.2,21.5,-0.1,1.4,1.3,0.037,-1.6,-0.3,-1.9,0.0,,2009.0,1
Ronny Turiaf,26.0,GSW,5.0,79.0,26.0,1696.0,14.5,0.559,0.008,0.339,5.7,17.4,11.6,13.9,1.0,6.9,14.3,12.4,2.2,1.4,3.6,0.101,-1.1,2.3,1.2,1.4,DPOY-15,2009.0,4
Kyle Lowry,22.0,2TM,1.0,77.0,21.0,1679.0,14.4,0.547,0.226,0.521,1.9,11.6,6.8,26.4,2.2,0.8,18.0,18.1,1.8,1.8,3.6,0.103,-0.7,0.8,0.2,0.9,,2009.0,2
Kyle Lowry,22.0,MEM,1.0,49.0,21.0,1071.0,14.1,0.54,0.254,0.592,1.5,11.4,6.4,26.9,2.4,0.6,18.7,18.4,0.9,0.9,1.8,0.081,-0.9,0.2,-0.7,0.3,,2009.0,2
Luol Deng,23.0,CHI,3.0,49.0,46.0,1665.0,14.7,0.511,0.034,0.323,5.5,14.7,10.1,9.0,1.9,1.1,9.6,20.0,1.3,1.6,3.0,0.085,-0.3,-0.1,-0.4,0.7,,2009.0,1
Josh Howard,28.0,DAL,3.0,52.0,51.0,1663.0,17.0,0.532,0.215,0.281,4.1,14.0,9.1,8.6,1.7,1.3,9.2,26.7,1.5,1.7,3.2,0.091,0.7,-0.7,0.0,0.8,,2009.0,0
Mike James,33.0,2TM,1.0,61.0,50.0,1649.0,9.7,0.483,0.358,0.16,1.7,7.9,4.7,19.1,1.4,0.3,14.6,17.8,-0.2,0.0,-0.1,-0.004,-2.1,-1.9,-3.9,-0.8,,2009.0,5
Mike James,33.0,WAS,1.0,53.0,50.0,1575.0,9.9,0.487,0.368,0.164,1.7,7.8,4.7,19.2,1.4,0.3,14.8,17.8,-0.1,0.0,-0.1,-0.003,-1.9,-1.9,-3.8,-0.7,,2009.0,5
Glen Davis,23.0,BOS,5.0,76.0,16.0,1637.0,10.7,0.502,0.011,0.396,9.4,12.8,11.2,6.5,1.7,0.9,11.8,17.1,1.0,2.7,3.7,0.108,-2.9,0.7,-2.2,0.0,,2009.0,4
C.J. Miles,21.0,UTA,2.0,72.0,72.0,1623.0,11.8,0.546,0.319,0.158,3.3,9.0,6.1,10.4,1.5,0.7,9.6,18.4,1.6,1.3,2.9,0.086,-1.1,-0.4,-1.6,0.2,,2009.0,2
J.J. Barea,24.0,DAL,2.0,79.0,15.0,1600.0,13.4,0.516,0.276,0.167,2.6,10.0,6.4,26.4,1.2,0.2,14.9,20.2,1.2,1.0,2.2,0.066,-0.4,-1.1,-1.5,0.2,,2009.0,3
Corey Maggette,29.0,GSW,4.0,51.0,19.0,1588.0,16.9,0.582,0.15,0.655,3.4,16.0,9.7,9.2,1.4,0.3,12.8,25.2,2.8,0.6,3.3,0.1,-0.2,-1.8,-2.0,0.0,6MOY-10,2009.0,4
Brandon Bass,23.0,DAL,5.0,81.0,0.0,1574.0,16.4,0.571,0.012,0.413,9.5,17.2,13.4,4.3,0.9,2.6,12.5,20.0,2.5,1.6,4.1,0.124,-0.7,-0.8,-1.5,0.2,,2009.0,4
Antoine Wright,24.0,DAL,3.0,65.0,53.0,1552.0,8.6,0.501,0.346,0.22,2.3,7.7,5.0,7.4,1.6,1.3,10.3,15.6,0.3,1.2,1.4,0.044,-3.4,-0.1,-3.5,-0.6,,2009.0,1
Joey Graham,26.0,TOR,3.0,78.0,10.0,1541.0,11.9,0.542,0.033,0.333,7.3,14.9,11.1,5.0,1.2,0.6,11.9,18.7,1.1,1.1,2.2,0.068,-2.6,-0.9,-3.5,-0.6,,2009.0,4
Wally Szczerbiak,31.0,CLE,3.0,74.0,5.0,1527.0,12.1,0.581,0.422,0.266,3.5,14.2,9.0,8.3,1.0,0.5,11.0,15.4,2.3,2.2,4.5,0.14,-0.2,0.3,0.1,0.8,,2009.0,1
Darius Songaila,30.0,WAS,5.0,77.0,29.0,1521.0,13.9,0.57,0.002,0.197,5.6,12.1,8.8,10.3,2.2,1.1,13.0,17.1,1.8,0.7,2.4,0.076,-1.7,-0.2,-2.0,0.0,,2009.0,4
Anthony Morrow,23.0,GSW,2.0,67.0,17.0,1515.0,14.7,0.588,0.345,0.172,5.6,8.7,7.1,8.2,1.2,0.5,8.3,17.7,3.0,0.0,3.0,0.096,1.7,-1.9,-0.2,0.7,,2009.0,1
Bruce Bowen,37.0,SAS,3.0,80.0,10.0,1506.0,5.4,0.539,0.524,0.139,1.3,10.1,5.7,3.7,1.3,0.6,11.2,7.2,0.3,1.9,2.2,0.07,-4.0,1.7,-2.3,-0.1,,2009.0,3
Fred Jones,29.0,LAC,3.0,52.0,21.0,1495.0,10.4,0.536,0.464,0.256,1.7,8.2,4.9,19.1,1.8,0.5,15.8,12.8,1.1,0.5,1.6,0.052,-2.3,-0.4,-2.7,-0.3,,2009.0,5
Bobby Jackson,35.0,SAC,1.0,71.0,10.0,1484.0,12.4,0.502,0.406,0.208,3.3,12.5,7.9,15.5,2.1,0.2,11.1,18.0,0.8,0.4,1.2,0.038,-0.9,-0.9,-1.8,0.1,,2009.0,5
Anthony Johnson,34.0,ORL,1.0,80.0,12.0,1481.0,10.3,0.505,0.349,0.213,2.3,8.8,5.6,21.2,1.6,0.2,16.4,15.5,0.7,2.1,2.8,0.091,-1.9,1.1,-0.8,0.4,,2009.0,3
Eddie House,30.0,BOS,1.0,81.0,0.0,1479.0,15.4,0.592,0.607,0.095,0.9,11.5,6.5,10.3,2.2,0.4,8.6,20.1,2.5,2.4,4.9,0.158,2.3,1.2,3.5,2.0,6MOY-13,2009.0,3
Larry Hughes,30.0,2TM,3.0,55.0,20.0,1479.0,13.4,0.515,0.346,0.26,1.2,11.0,6.0,12.6,2.5,0.7,10.3,20.6,0.8,1.3,2.1,0.07,-0.9,0.4,-0.5,0.6,,2009.0,5
Zaza Pachulia,24.0,ATL,5.0,77.0,26.0,1473.0,14.1,0.571,0.009,0.719,13.8,20.9,17.4,6.0,1.3,1.4,17.8,16.3,2.0,1.9,3.9,0.127,-1.9,-0.6,-2.6,-0.2,,2009.0,4
Carl Landry,25.0,HOU,4.0,69.0,0.0,1467.0,17.7,0.634,0.007,0.462,10.3,16.7,13.6,4.6,0.9,1.5,11.9,18.1,3.7,2.2,5.9,0.193,0.3,0.4,0.7,1.0,,2009.0,4
Darrell Arthur,20.0,MEM,4.0,76.0,64.0,1464.0,11.3,0.456,0.005,0.138,8.9,20.3,14.5,5.0,1.9,2.9,9.2,16.3,-0.1,1.8,1.7,0.055,-3.5,0.1,-3.4,-0.5,,2009.0,2
Craig Smith,25.0,MIN,4.0,74.0,31.0,1460.0,16.9,0.599,0.002,0.482,7.6,15.5,11.4,9.7,1.1,1.0,14.4,22.5,2.3,0.8,3.1,0.104,0.0,-0.6,-0.6,0.5,,2009.0,4
Chris Andersen,30.0,DEN,5.0,71.0,1.0,1460.0,18.1,0.608,0.034,0.62,13.4,21.6,17.6,3.2,1.4,9.3,15.7,13.4,2.5,2.8,5.4,0.176,-0.3,2.4,2.2,1.5,"DPOY-9,6MOY-8",2009.0,4
Nicolas Batum,20.0,POR,3.0,79.0,76.0,1454.0,12.9,0.555,0.465,0.144,7.0,11.8,9.4,7.8,1.9,2.2,11.5,14.0,2.1,1.6,3.7,0.123,0.4,1.0,1.4,1.2,ROY-13,2009.0,2
Thabo Sefolosha,24.0,2TM,3.0,66.0,36.0,1453.0,12.1,0.5,0.244,0.204,4.2,14.9,9.6,11.4,2.7,2.3,14.1,13.8,0.4,1.8,2.2,0.074,-1.4,2.3,0.8,1.0,,2009.0,5
Thabo Sefolosha,24.0,CHI,3.0,43.0,14.0,735.0,11.7,0.503,0.275,0.137,4.1,15.0,9.6,13.1,2.5,1.9,16.1,14.0,0.1,0.9,1.0,0.067,-1.2,1.7,0.5,0.5,,2009.0,5
Andrew Bynum,21.0,LAL,5.0,50.0,50.0,1446.0,20.0,0.598,0.0,0.428,10.8,20.1,15.6,7.7,0.6,4.8,12.5,20.7,3.2,2.3,5.5,0.184,0.8,0.3,1.1,1.1,,2009.0,2
Tyson Chandler,26.0,NOH,5.0,45.0,45.0,1445.0,13.4,0.581,0.0,0.47,13.7,19.2,16.4,2.4,0.6,3.3,17.0,13.7,1.7,1.7,3.4,0.114,-1.6,-0.9,-2.5,-0.2,,2009.0,4
Vladimir Radmanović,28.0,2TM,3.0,78.0,31.0,1445.0,11.0,0.549,0.562,0.124,3.8,14.3,9.1,8.9,1.7,0.8,16.6,18.6,0.0,1.8,1.9,0.062,-0.6,-0.1,-0.7,0.5,,2009.0,3
Vladimir Radmanović,28.0,LAL,3.0,46.0,28.0,771.0,11.6,0.604,0.636,0.126,2.7,14.3,8.6,6.9,1.8,0.7,17.2,15.6,0.5,1.0,1.6,0.098,0.4,0.3,0.7,0.5,,2009.0,1
Dahntay Jones,28.0,DEN,2.0,79.0,71.0,1426.0,9.0,0.533,0.051,0.449,4.9,8.7,6.8,8.2,1.7,1.0,14.5,14.7,0.7,1.3,2.0,0.067,-3.2,0.3,-2.9,-0.3,,2009.0,3
